,District code,State Name,District name,District_elecname,malepct,femalepct,literacyrate,scpct,stpct,hindupct,muslimpct,christianpct,buddhistpct,jainpct,sikhpct,urbanpct,ruralpct,primarypct,middlepct,secondarypct,higherpct,gradpct,nda_voteshare,upa_voteshare,mtp_voteshare,topparty
569,570,KARNATAKA,Chikmagalur,Chikmagalur,0.49792743336546685,0.5020725666345331,0.7191327295047897,0.2228995545541543,0.03951805026710054,0.882765753835149,0.08896174824972033,0.02284788318756091,9.57853564401592e-05,0.004138981915900457,0.00015993518231292636,0.20581205118926882,0.7941879488107312,0.23505950642523366,0.1461037894275701,0.16207743136682243,0.08804577978971963,0.06609594042056074,393854.0,255720.0,12200.0,0
570,571,KARNATAKA,Tumkur,Tumkur,0.5041448611038529,0.495855138896147,0.6768960574547029,0.1892141785306348,0.07822342831973363,0.9010190445617362,0.09179725119261808,0.003408013497674488,6.980268609694734e-05,0.0018913914997499047,0.0001780528410066518,0.23004868339170698,0.7699513166082931,0.18847727360008676,0.14570784635159975,0.15954075059130582,0.0804175925626114,0.054117378630760854,773131.0,827256.0,9352.0,1
571,572,KARNATAKA,Bangalore,Bangalore Urban,0.5220219692230493,0.4779780307769506,0.7807759892349997,0.12455216419889059,0.01977217602442683,0.8028923819039155,0.12973937362073953,0.052472101431463594,0.0005748553429691326,0.008635821812928083,0.0013775325828444915,0.908023354019021,0.09197664598097896,0.1481525932663024,0.15994607326585492,0.19804267309066564,0.11746326491478709,0.1700935474570373,2769958.0,2142515.0,20902.0,0
572,573,KARNATAKA,Mandya,Mandya,0.5012185944049322,0.4987814055950678,0.6366534146947921,0.14691469396140924,0.012405794982636206,0.9484574162032907,0.04308469134202658,0.004710458535947842,0.0001655804258462738,0.001997486943235818,0.00017831738168060256,0.1839491945609299,0.8160508054390702,0.17433028320869207,0.1276185368865295,0.17385034485711132,0.08891195947788115,0.057929460328476116,626064.0,503207.0,10558.0,0
573,574,KARNATAKA,Hassan,Hassan,0.49744232926766796,0.502557670732332,0.6897328955242029,0.19422817001150064,0.018198951712460054,0.9180335066968922,0.06755774672783085,0.008787894311089544,0.0003507051537895578,0.0032762503933470724,0.0001626866604256536,0.21125916363133385,0.7887408363686661,0.2035340558386564,0.13351381612000288,0.16787138448288236,0.08488451876839159,0.059227445632670635,457515.0,611657.0,37290.0,1
574,575,KARNATAKA,Dakshina Kannada,Dakshina Kannada,0.49516162762262944,0.5048383723773705,0.7974176524382803,0.07091047348143158,0.03936929120632221,0.671813304531048,0.2401819635737868,0.08202238749187064,0.0002129544244033328,0.004975476742744834,0.0002512383658691005,0.48804690815818125,0.5119530918418187,0.2581210105044839,0.1467831969896829,0.1532427283799519,0.08872573586162694,0.09215948414958591,772754.0,499387.0,4709.0,0
575,576,KARNATAKA,Kodagu,Kodagu,0.495218378450513,0.504781621549487,0.7445678146285339,0.1326987894012649,0.10469253533242323,0.8096855112268471,0.15738685238918776,0.030891637617466668,0.00022722395445422069,0.0004508411794726601,0.000250667695786799,0.14927643749941308,0.8507235625005869,0.21366341146706144,0.1441972348359345,0.16515142519520665,0.10521910832173043,0.08278446926967724,198396.0,112923.0,3561.0,0
576,577,KARNATAKA,Mysore,Mysore,0.5036774518372598,0.4963225481627402,0.6538143837298455,0.17881382560618062,0.111473789679677,0.8769988740896336,0.0968132971380418,0.01311540631236199,0.005395972912842409,0.0048045284321523215,0.000418176238459752,0.41302218718715455,0.5869778128128454,0.19130675486622767,0.14394277939625616,0.16096657079139087,0.0790686388225131,0.0756213272914357,837515.0,793520.0,65325.0,0
577,578,KARNATAKA,Chamarajanagar,Chamarajanagar,0.5017981153830706,0.49820188461692944,0.5537656582003564,0.25416074397207655,0.11777043488823863,0.9228833326312634,0.04624844850708911,0.02173118689330137,0.0047727693523943685,0.0007455003031962468,0.00013323001476306119,0.17881705639614856,0.8211829436038515,0.1983908988120671,0.12829888511998017,0.10595671665072874,0.05527700510304429,0.03371574677196358,292307.0,281560.0,44670.0,0
578,579,KARNATAKA,Gulbarga,Gulbarga,0.5072445979193602,0.4927554020806398,0.5561912243417243,0.2528057620115293,0.025428959532031396,0.7836159552605554,0.19994536937240243,0.0032513406324839477,0.0037364699574411043,0.0018957061573627045,0.00032186090153784046,0.3321677913757673,0.6678322086242328,0.23346182549176372,0.10910826764590029,0.11715082044279196,0.06198668148741265,0.04203350633611081,676871.0,560737.0,10470.0,0
579,580,KARNATAKA,Yadgir,Yadgir,0.5027195596246522,0.49728044037534774,0.4343145662287496,0.23275291649031613,0.1250554599406781,0.8498668535627636,0.13228632913526775,0.007389265339942824,0.006787189669164954,0.001293568520384136,0.0002818770113542785,0.20992034069088766,0.7900796593091124,0.18520935310577194,0.07044292768984939,0.06651778290325146,0.0362454539538852,0.0250601921811622,309522.0,236351.0,8731.0,0
580,581,KARNATAKA,Kolar,Kolar,0.5053342193867356,0.4946657806132644,0.6614282339050808,0.30321966726134647,0.051337508892535216,0.8496681530407751,0.13009168830272827,0.017392594771807622,9.763076176076428e-05,0.001623274132208974,0.00016467055150315576,0.31624613439026483,0.6837538656097352,0.19608003642324295,0.15452953198432934,0.15255141975555025,0.0730149366415524,0.04831762366753102,531309.0,363074.0,6038.0,0
581,582,KARNATAKA,Chikkaballapura,Chikkaballapur,0.5070790946407628,0.49292090535923716,0.6240295624904391,0.2490351397175055,0.12468050456376524,0.8765257699760338,0.11776713324154811,0.003731961654173678,6.77234715210851e-05,0.000776828055683035,0.00021034113507725256,0.22956441511147127,0.7704355848885287,0.1796389369999256,0.1582002594317839,0.1528800279212027,0.06614774860782235,0.04500087049417096,419026.0,345318.0,13525.0,0
582,583,KARNATAKA,Bangalore Rural,Bangalore Rural,0.5138360901906607,0.4861639098093394,0.6950580418458346,0.2156575233393513,0.05338759923828592,0.8985854602224391,0.09309704184886212,0.005417171667223387,0.0002744915598891135,0.0010545723532504544,0.00039256329704729834,0.29225453498416354,0.7077454650158365,0.18460398485097976,0.13863000164663264,0.18297052527581098,0.09027388989516438,0.05600197595916351,351164.0,294918.0,11843.0,0
